_key,username,location,postcount,likes,post,gender,identity,marriage,region,risk_appetite,education,revenue,deposit,debt,intended_products,label
283,5e5a,Jeddah,98,14,"['告诉', '旅行', '想象', '支持', '快乐', '季节', '上帝保佑', '没有', '上帝', '压迫者', '还', '记得', '加入', '推特', '愿意', '想', '证明', '是', '有', '意义', '人', '不必', '缺乏', '做', '事情', '真主', '拥有', '国王', '伴侣', '来自', '请求', '宽恕', '悔改', '好评', '坦率地', '剃须', '图片', '问', '全能']",,,,,,,,,,,
284,5543,,1,0,"['来', '看看', '新', '网站', '使用', '获得', '粉丝']",,,,,,,,,,,
285,d8c0,,17,2,"['角色', '能', '集会', '朋友', '数量', '增加', '我会', '去', '参加', '派对', '汽车', '位于', '锦标赛', '动员', '瞄准', '只能', '到达', '妹妹', '开始', '好玩', '放弃']",,,,,,,,,,,
286,53E2,,4,1,"['视频', '娱乐', '见到', '农场']",,,,,,,,,,,
287,EFBA,"Chaclacayo, Lima, Perú",3266,10,"['利马', '发布', '照片', '只', '需', '体育', '是', '热情', '希望', '最好', '方式', '堆积', '展示', '排球', '铭文', '填充', '标签', '俱乐部', '已经', '开始', '注册', '到', '耗尽', '锦标赛', '篮球', '突出', '团队', '显示', '交付', '承诺', '游戏', '认可', '高性能', '中心', '得分手', '篮子', '播放', '半决赛', '拉', '留下', '结果', '继续', '奢侈品']",,,,,,,,,,,
288,2160,,1583,8,"['决定', '最快', '漂移', '智能手机', '烈酒', '游戏', '灵魂', '可能', '我会', '骄傲', '是', '玩', '时间']",,,,,,,,,,,
289,ad13,,1,0,"['用于', '提升']",,,,,,,,,,,
290,8948,Sakura City,536,10,"['替换', '课程', '去', '市', '是', '旧', '庭园', '门', '桥', '很快', '决定', '时间', '表现', '玩', '属于', '艺术家', '很', '喜欢', '真的', '想', '伤害', '文化', '俱乐部', '粗心', '需要', '拯救', '爱', '没有', '会', '阻止', '星舰']",,,,,,,,,,,
291,2645,                                                                                                                        ,4914,33468,"['上升', '磨为', '新', '团队', '时间', '是', '地球', '最好', '组织', '开玩笑', '没有', '错', '疯狂', '披萨', '仍然', '胜利', '唤醒', '洗脑', '人', '一直', '职业生涯', '不', '感到', '惊讶']",,,,,,,,,,,
292,b012,,2,0,"['实时', '牙科', '国家', '趋势', '数据']",,,,,,,,,,,
293,586C,,1,0,[],,,,,,,,,,,
294,394a,الكويت,847,15,"['名称', '类型', '鸟类', '要求', '有关', '效果', '问题', '受益', '抱歉', '疯狂', '上帝', '和平', '怜悯', '冷却', '罪', '是', '猫头鹰', '灯', '任命', '相信', '银行', '公司', '奖品', '汽车', '结束', '主题', '阿拉伯语', '报酬', '惊讶', '海', '队', '速度', '知道', '家人', '定罪', '辩论', '无菌', '消磨', '评论', '说', '来', '迁移', '害怕', '主', '耐空', '宗教信仰']",,,,,,,,,,,
295,91a8,,1,0,"['成为', '真主']",,,,,,,,,,,
296,7D71,,2,0,"['生命', '回归', '年龄', '势力', '诱惑']",,,,,,,,,,,
297,0db0,,1091,423,"['有趣', '好', '也', '想', '去', '没有', '人', '新人', '出来', '票', '就', '会', '像', '终端', '是', '自动', '费用', '方便', '非常', '喝醉', '反思', '可能', '道歉', '想象', '更', '真的', '觉得', '了解', '欣赏', '得到', '我会', '熟悉', '不', '意思', '知道', '是否', '擅长', '休息', '说', '生活', '揭露', '受欢迎', '短暂', '工作', '宣布', '不会', '记住', '冰舞', '传说']",,,,,,,,,,,
298,2fab,Canada,2,0,"['消磨', '时间', '尝试', '睡']",,,,,,,,,,,
299,f6aa,"San Nicolas de los Garza, Mexico",15,0,"['退出', '足球', '甚至', '更', '有', '动力', '清除', '来自', '石油', '制裁', '土地权', '森林', '人民', '员工', '植物', '延迟', '可能', '会', '损坏', '反应堆', '工程师', '尘埃', '风暴', '乐队', '动物', '残酷', '图片', '提供', '奖励', '居民', '法官', '警告', '开发人员', '酒店', '海豚', '飞机', '喷气机', '落下', '轻松', '警察', '药房', '抢劫', '嫌疑人', '试图', '逃脱', '手持式', '印象', '驱逐', '注意', '到', '谴责']",,,,,,,,,,,
300,1243,,7,0,"['推文', '朋友', '没有', '能够', '联系', '发送', '爱', '赛跑者', '都', '准备', '去', '健身房']",,,,,,,,,,,
301,e7e6,"Ankara, Türkiye",26,135,"['登陆', '成功', '观看', '节目', '茎', '不', '游泳池', '来到', '工作']",,,,,,,,,,,
302,7a40,,5,10,"['测试', '球', '电灯泡', '冻结', '垃圾', '码头']",,,,,,,,,,,
303,0625,,71,4,"['洗衣店', '干燥', '好', '抱歉', '尖叫', '说', '太', '很', '可爱', '朋友', '工作', '拥有', '享受', '环境', '非常', '重要', '看看', '天空', '梦想', '来到', '有', '信心', '去', '上班', '做到', '不', '放弃', '希望', '相信', '潜力', '挺身', '愿望', '将', '实现', '即将', '到来', '身体', '越来越', '大', '花', '时间']",,,,,,,,,,,
304,eb55,,1,0,[],,,,,,,,,,,
305,c884,新宿区,18517,45920,"['又名', '某种原因', '恢复', '犯', '社会', '问题', '请', '拥有', '就业', '选择', '建成', '有', '招聘', '现实', '也', '只', '会', '保安', '护理人员', '朋友', '工作', '过滤', '鼻子', '头发', '过度', '小心', '眼睛', '干燥', '禁止', '微笑', '已为', '客户', '更新', '免费', '是', '非常', '看起来', '像', '草']",,,,,,,,,,,
306,ae89,,821,4339,"['能力', '区', '边境地区', '可疑', '金融', '建设', '科学', '悲惨', '作物', '系统', '破坏性', '激动', '超越', '体面', '实际上', '关键词', '说', '必须', '看起来', '像', '也许', '骑', '枪', '熊', '更好', '袖子', '希望', '欧元', '支付现金', '是', '例如', '德语', '证书', '英语', '作为', '包括', '码', '队友', '使用', '假设', '也', '适合', '快速', '抗原', '测试', '有', '测试中心', '再次', '免费', '住', '足球', '接受', '文化', '父亲', '教会', '我会', '传给', '儿子', '没有', '人', '能', '做', '疫苗', '手臂', '电晕', '警告', '应用程序', '助性', '最新', '拜', '耳', '清除', '小组', '胜利', '劳', '宣称', '卫生部长', '很', '长', '日子', '助推器', '蛇', '纯净', '拉', '起', '返回', '恭喜']",,,,,,,,,,,
307,5122,,78,0,"['说出', '是', '地狱', '吃', '甚至', '没有', '凹陷', '无聊', '不能', '等待', '结果', '必须', '爱', '时代', '投票', '太', '搞笑', '定义', '天堂', '就', '像', '认为', '从不', '男人', '听', '起来', '人']",,,,,,,,,,,
308,8469,,1,0,"['未', '连接']",,,,,,,,,,,
309,5c44,,1,0,"['作成', '完']",,,,,,,,,,,
310,32B9,,3,0,"['是', '疯狂', '生命', '年轻人', '生活', '壮丽', '蜗牛', '电视']",,,,,,,,,,,
311,e961,"ÜT: 0.52571,101.448067",2977,3,"['婊子', '信息', '是', '卡', '诊所', '解散', '禁食', '仍然', '成为', '寄宿', '房子', '好奇', '解雇', '卸载', '也', '找', '不到', '购买', '新', '盗贼', '不', '知道', '做到', '没有', '有', '好处', '时候', '邪恶', '影响', '想念', '奇怪', '兄弟', '想', '打开', '挂锁', '门', '已经', '改变', '想要', '尝试', '基础知识', '问道', '很', '好', '回答', '耳朵', '愚蠢', '认为', '电子设备', '消失', '邻居', '毯子', '小偷']",,,,,,,,,,,
312,864c,第零下四十一階層都市「アサヒカワ」,9484,57,"['是', '罕见', '案例', '将', '继续', '下雨', '直到', '感觉', '寒冷', '臭虫', '举起', '举动', '似乎', '交付给', '想', '知道', '是否', '应该', '准备', '到', '地面', '广播', '被盗', '砍到', '切片', '吃', '看起来', '看到', '服用', '年龄', '根源', '不变', '包括', '汽车', '工厂', '网站', '生产', '毛细管', '如', '石材', '没有', '也', '人工', '建造', '石头', '好事', '蓝色', '世纪', '举行', '钢铁行业', '产生', '杂质', '集合', '已经', '土壤', '丢弃', '消化', '迟钝', '铁', '深刻', '光', '味道', '岩石', '设备', '融化', '爆炸', '引起', '通常', '深蓝色', '浅棕色', '黄褐色', '信息', '极为', '稀缺', '阅读', '有', '收藏', '花', '彩票', '发布', '剧集', '疲劳', '写作', '角色', '提交', '校正', '数据', '认为', '替换', '名称', '较低', '写', '地方', '改变', '约会', '机会', '工作', '嫉妒', '很', '好', '人', '淹没', '重新', '怪物', '卡通', '版本', '发表', '最新', '沮丧', '赶上', '疫苗', '正常', '时间表', '不能', '忍不住']",,,,,,,,,,,
313,0208,,5,0,"['是', '测试', '推文']",,,,,,,,,,,
314,Deb9,,1,0,[],,,,,,,,,,,
315,2E30,,98,0,"['返回', '看到', '兄弟', '焦虑', '释放', '继续', '减少', '很', '抱歉', '不', '穿', '会', '笑', '好', '听到', '是否', '说话']",,,,,,,,,,,
316,EB72,,309,2841,"['做', '很好', '完成', '想要', '有', '大包', '再次', '将', '非常', '想念', '我会', '可爱', '是', '回家', '核心', '科目', '压力', '太', '没有', '足够', '时间', '来', '创造力', '学校', '家庭作业', '提供', '创造性', '选择', '很', '好', '绝对', '故意', '看到', '女王', '违约', '肯定', '需要', '调查', '让', '灰色', '增长', '看起来', '像', '亮点', '想', '添加', '金发', '焦糖', '颜色', '都', '推荐', '不会', '影响', '头发', '棕色', '产品', '慢慢', '教练', '骄傲', '请', '太短', '做得好', '所有人']",,,,,,,,,,,
317,3c52,,2,0,[],,,,,,,,,,,
318,90ea,,27,0,"['编造', '谎话', '扭曲', '事实', '人会', '信', '充当', '角色', '实在', '恶心', '扮演', '真正', '丑恶', '贪婪', '心思', '显现', '无疑', '出格', '举止', '十足', '疯子', '丧失', '良心', '认贼作父', '甘当', '贼子', '脸皮', '不', '去', '死', '活埋', '名单', '造谣', '妈', '真', '败坏', '裸体', '出场', '象', '妖怪', '猪头', '猪脑', '想', '装帅', '出口', '成脏', '没', '胸怀', '惹', '人', '踹', '走狗', '歪', '出卖', '祖国', '坏', '国人', '唾弃', '快', '本性', '一直', '很', '活', '愧对', '正常', '男人', '血性', '都', '发挥', '就', '甘心', '做', '事情', '全部', '体现', '西奴', '沐浴', '民族', '中华民族', '领土', '坚持', '卖力', '帮', '所现', '透露', '利益', '泯灭', '接受', '学校', '基本', '做人', '道理', '学会', '走入', '社会', '所学', '用于', '讨好', '主人', '出', '生于', '乡村', '普通', '秉性', '做到', '散播', '谎言', '全部都是', '受', '指使', '拥有', '嘴脸', '极力', '初衷', '行为', '就是', '利', '汉奸', '孬种', '丢尽', '脸', '身为', '黄皮肤', '洋人', '却', '能', '说出', '是', '荒唐', '话语', '引起', '全国', '人民', '愤恨', '问', '未未', '忙', '答卖', '妻', '卖友', '收获', '有', '答', '够吃', '喝够', '奢侈', '泡妞', '出门', '答做', '坏事', '怕', '见', '云', '超问', '开门', '担心', '鬼', '敲门', '终', '完蛋', '热', '贴', '屁股', '奸佞', '小人', '狂妄', '不知', '收敛', '痴狂', '卑鄙', '示人', '暴露', '金钱']",,,,,,,,,,,
319,AE70,,52,2,"['新', '是', '周年纪念', '开始', '将', '举行', '免费', '播放', '清除', '使命', '能够', '获得', '取消', '拉', '还', '简短', '书', '加入', '运动', '派出', '剥离', '形式', '广告', '无法', '更新', '交付', '商店', '想', '咨询', '有', '促销', '代码', '也', '得到', '椰树', '有限', '特别', '任务', '加强', '等待', '和推特', '发布', '奢侈品', '奖', '机会', '游击', '手指', '紧紧', '不会', '到', '找到', '会', '参加', '追求']",,,,,,,,,,,
320,1128,,1,0,[],,,,,,,,,,,
321,7678,,1,0,"['推', '特上', '寻找', '犹太人']",,,,,,,,,,,
322,3B44,,13,0,"['和平', '和谐', '联合', '信仰', '希望', '知道', '是', '愿望', '新娘', '开设', '办公室', '询问', '预算', '女友', '跟随', '有', '壮观', '位置', '个人', '项目']",,,,,,,,,,,
323,A169,,1,0,[],,,,,,,,,,,
324,4371,"Johannesburg, South Africa",45,0,"['是', '世界', '想到', '沉闷', '得到', '流感', '太', '家伙', '来自', '情人节', '有', '美好', '朋友', '行李', '爆炸', '申请', '季节', '寒冷', '发誓', '雨']",,,,,,,,,,,
325,13b8,,9,0,"['可能', '会', '爱', '错误', '人', '出于', '原因', '哭泣', '有', '事', '是', '肯定', '有助于', '找到', '合适', '人选', '遇到', '都', '没有', '真正', '触摸', '生活', '已经', '改变', '最好', '不得不', '失去', '保持', '状态', '更好', '运行', '抓住', '英语', '谚语', '喜欢', '看着', '手机', '时', '看到', '人们', '微笑', '知道', '设备', '甜点', '遇见', '保存', '房间', '拯救', '帮助', '人民', '微软', '进入']",,,,,,,,,,,
326,83b3,Queensland australia,133,453,"['请', '捐赠', '分享', '页面', '感觉', '真的', '生气', '没有', '得到', '刚刚', '八卦', '女孩', '完成', '故事', '新篇章', '派对', '快乐', '结局', '看看', '晚安']",,,,,,,,,,,
327,812d,,2,0,"['打字', '没有']",,,,,,,,,,,
328,a102,,3,0,['红润'],,,,,,,,,,,
329,D659,フーシャ村,11,0,"['烤鱼', '是', '很', '长', '也', '茄子', '米饭', '好', '方法', '光合作用', '还好', '让', '出去', '邪恶', '想', '关注', '最好', '遵循', '请问', '是否', '动漫卡通', '最', '喜欢', '聚会', '跟着', '将', '改革']",,,,,,,,,,,
330,dcaa,"Madison, WI",336,3,"['红衣主教', '办公室', '变得', '虚拟', '新闻', '更新', '阅读', '最新', '动作', '项目', '赶上', '学期', '追赶', '月刊', '时事', '通讯', '符合', '新', '管理', '见', '问题', '日记', '哨兵', '训练', '思考', '甜蜜', '纹身', '欢迎', '是', '机会', '支持']",,,,,,,,,,,
331,95cc,madrid,1,0,[],,,,,,,,,,,
332,e5ff,,1,0,"['作成', '完']",,,,,,,,,,,
333,74a3,,2490,543,"['想要', '想', '买', '苹果', '手表', '请', '转让', '转账', '转移', '周年纪念', '倒计时', '开始', '挑战', '更', '球体', '得到', '机会', '长达次自', '参加', '高', '达', '人', '都', '应该', '收到', '分发', '直到', '超过', '轨道', '彩票', '赢得', '会', '分布', '申请', '竞选', '房间', '比赛', '立即', '使用', '获得', '活动', '也', '进行', '奖励', '将', '共享', '号码', '奢华', '去', '地方', '如', '旅行', '纪念', '最新', '工作', '心脏', '发布', '举行', '豪华', '礼物', '特殊', '页面', '检查', '应用程序', '详细信息', '是', '电视', '红色', '团队', '白色', '设置', '套装', '有望', '获胜', '直播', '开展', '奢侈品', '运动', '观看', '交付', '让', '出来', '红', '白人', '动漫', '合作', '水手', '月亮', '面膜', '出现', '战士', '斗争', '真的', '忙']",,,,,,,,,,,
334,c46d,,5,226,"['是', '阴茎']",,,,,,,,,,,
335,F3b6,,2,0,"['查看', '视频', '重新', '上传']",,,,,,,,,,,
336,541D,Bandung,164,5443,"['希望', '照顾', '好', '变得', '更加', '请', '过度', '慢慢', '休息', '终于', '换', '毕竟', '喜欢', '颜色', '漂亮', '很忙', '是', '学校', '家庭作业', '有', '时间', '我会', '来到', '溪流', '甚至', '无法', '下载', '就是', '右', '声', '封面', '看起来', '熟悉', '非常', '快速', '游戏', '良好', '艺术', '会', '买', '煎饼', '需要', '捕捉', '鱼', '将', '送到', '博物馆', '群岛', '基本上', '抗议', '做', '事情', '去', '星巴栏', '更好', '男孩', '人们', '说', '工作', '不', '适合', '破坏', '节目', '最酷', '定义', '部分']",,,,,,,,,,,
337,150c,"横浜市
",599,9,"['夫妻', '太', '搞笑', '男朋友', '声音', '笑声', '是', '时间', '没有', '带', '耳机', '不', '来', '找', '有', '梨', '吃', '瓶', '会', '饿', '舞蹈', '体验', '课程', '常规', '上升', '似乎', '达到', '方式', '困', '手指', '完美', '还', '也', '小心', '好', '很', '喝酒', '薪水', '要', '回家', '微笑', '加班', '工作', '头部', '疼痛', '休息', '有点累', '作品']",,,,,,,,,,,
338,e451,,11,0,"['看到', '追随者', '列表', '增加', '晚餐', '来', '做', '更好', '太', '高', '粉红色', '人们', '墙', '刚', '删除', '看', '必须', '让', '写', '感兴趣', '阅读文章', '抬起', '眼睛', '智商', '将', '听', '起来', '很棒', '追随', '推特', '女士们', '开始', '可能', '需要', '真正', '想法', '小心', '很', '沉重', '实验', '更新', '到', '没有', '似乎', '都', '无聊', '试图', '解释', '家伙', '有', '女性', '会', '跟着', '想', '找到', '秘密', '给出', '模式', '宇宙', '回来', '试试', '思考', '开心', '难度', '多难', '不', '知道', '很快', '我会', '发现', '是', '还有', '信来', '浪费']",,,,,,,,,,,
339,198a,,1,0,"['作成', '完']",,,,,,,,,,,
340,930E,,2,0,"['儿子', '拉丁语', '西班牙语', '下载', '免费电影', '查看', '电影']",,,,,,,,,,,
341,cca2,,6,0,"['相当', '狐狸', '新闻', '停止', '狡猾']",,,,,,,,,,,
342,BA18,,1,0,"['检查', '推特']",,,,,,,,,,,
343,FDC2,,2,0,"['仍然', '躺', '看电视', '铺设', '观看', '房间', '攻略']",,,,,,,,,,,
344,035A,,2,0,"['好', '输入', '测试']",,,,,,,,,,,
345,7929,,9,8,"['希望', '能', '魔法', '带到', '是', '预期', '电源', '重新', '也许', '马刺队', '狼', '挑选', '让', '儿子', '玩', '需要', '像', '家伙', '得分', '给予', '最好', '狮子', '心', '爆炸', '球员', '枫叶', '贡献', '很大', '运气', '弄乱', '公牛', '得到', '病毒', '免疫', '蓝线', '王']",,,,,,,,,,,
346,e215,,3022,3274,"['没有', '香烟', '司机', '提供', '工资', '快递', '器', '是', '运行', '码头', '排序', '车辆', '聘用', '雇用', '比率', '速度', '较', '低', '员工', '收到', '也', '未能', '将', '筹集', '更换', '良好', '医疗保健', '包并', '更加', '优越', '包装', '告诉', '不得不', '支付', '洗手液', '钱', '种族主义', '特']",,,,,,,,,,,
347,9Bad,,5,0,"['起亚', '是', '快乐']",,,,,,,,,,,
348,c1b2,,1,0,['玩游戏'],,,,,,,,,,,
349,7ab3,,1,0,[],,,,,,,,,,,
350,bac7,,12,649,"['宠物', '悲伤', '想', '知道', '鸟儿', '松鼠', '受到', '影响', '认为', '烟花', '纪念', '新闻', '一直', '掩盖', '强奸', '需求', '母公司', '保护', '妇女', '严重', '结构', '变动', '持有', '肇事者', '责任', '更多', '警察', '将', '添加', '到', '最高', '犯罪', '区域', '是', '有', '道理', '回复', '得到', '好', '说', '准备', '去', '会议', '牙医']",,,,,,,,,,,
351,B507,,4,0,"['孩子', '是', '去', '要', '环', '吃', '好', '属于']",,,,,,,,,,,
352,fe3d,EUA,1,0,"['跟随', '太', '生气']",,,,,,,,,,,
353,a2c0,,1,1,"['也', '亮相']",,,,,,,,,,,
354,bb9c,,2,0,['女同性恋'],,,,,,,,,,,
355,bf79,Budapest,7967,562,"['估计', '范围', '仍然', '是', '相当', '不同', '世界', '电动', '膜', '有', '巨大', '经验', '只', '会', '服务', '希望', '能', '继续', '遵循', '感谢', '赢得', '首都', '空间', '粉尘', '呈现出', '机会', '挑战', '太阳能', '探头', '速度', '返回', '人为', '物体', '处', '制作', '记录', '非常', '有趣', '纪录片', '身份', '政策', '愿望', '个人主义', '阴影', '社会', '处于', '最', '果断', '水平', '电影', '批评', '评为', '战斗', '金融', '气', '雅虎', '来', '还有', '公司', '档', '旅游', '礼物', '官方', '预告片', '不能', '等待', '传说', '离开', '投票', '最好', '书', '胜利', '想', '知道', '坐在', '客厅', '红头发', '流浪汉']",,,,,,,,,,,
356,7C8b,,4,0,"['来源', '象征', '沐浴', '家伙', '都', '是', '腐烂', '新', '放弃', '可', '支持', '航']",,,,,,,,,,,
357,BF3C,Paris,5,1,"['悲伤', '致敬', '恋童', '癖者', '试验', '经历', '伟大', '专业人士', '哀悼', '家人', '非常', '友好', '思想', '没有', '护理', '医生', '小时', '演出', '就是', '队', '管理', '急救', '链', '可耻', '必须', '限制', '新', '律师', '到来', '电子邮件', '方法', '时间', '是', '网站']",,,,,,,,,,,
358,AD22,,2,0,"['妈妈', '去']",,,,,,,,,,,
359,590A,"Staffordshire, United Kingdom",5,1,"['希望', '有', '美好', '伟大', '新闻', '等不及', '看到', '得到', '复仇', '是', '演员', '成员', '享受', '奖项']",,,,,,,,,,,
360,A135,,2,0,"['错', '号码']",,,,,,,,,,,
361,6020,,5,1,"['看不到', '写', '是', '更', '容易', '到', '不', '问题', '推动', '我会', '告诉', '做', '将', '加']",,,,,,,,,,,
362,4974,,1,0,['投票'],,,,,,,,,,,
363,7429,"seoul, korea",7,0,"['留下', '网络', '钓鱼', '测验', '测试', '知识', '预订', '到', '月球', '不好', '弓', '是', '编织', '有', '会', '新书', '看到', '已经']",,,,,,,,,,,
364,be58,,1,0,"['不想', '出去']",,,,,,,,,,,
365,15f7,,5,1,"['用户名', '记住']",,,,,,,,,,,
366,C57D,,2981,1130,"['希望', '继续', '推动', '强调', '发展', '则', '游戏', '玩游戏', '说', '重新', '做出', '工作', '也', '可能', '已经', '创建', '星际', '垃圾', '火箭', '计划', '开发', '使用', '推进', '发明', '经线', '驱动器', '来', '了解', '新闻', '评估', '未来派', '编程', '代码', '展示', '个', '机器人', '法律', '显示', '是', '基本', '级别', '框图', '意外', '创造', '扭曲', '字段', '得到', '再次', '搬家', '频繁', '进步', '更新', '来自', '照片', '推文', '不', '喜欢', '款式', '甚至', '提到', '没有', '理由', '观看', '面试', '倾倒', '看见', '不会', '包括', '像', '作为', '地球', '巡洋舰', '船员', '约', '有', '殖民者', '科幻', '现实', '潜力']",,,,,,,,,,,
367,B137,,1,0,[],,,,,,,,,,,
368,D27F,,4279,2,"['图像', '回忆', '好', '天气', '逃生', '试点', '歌曲', '换成', '时', '晚安', '首先', '陪同', '恢复', '天空', '会', '享受', '零战', '是', '看着', '重播']",,,,,,,,,,,
369,3d23,abu dhabi,2,0,"['也', '是', '粉丝']",,,,,,,,,,,
370,C4e8,"10.446194,-66.853089",1,21,"['刚刚', '注册', '是', '顶级', '开发人员', '虚拟', '会议', '探', '究竟']",,,,,,,,,,,
371,551a,川口市,14,0,"['几乎', '击中', '沙发垫', '照片', '喜欢', '颁奖典礼', '完成', '了来', '金', '男子', '最终', '去', '速度', '我会', '告诉', '索', '导演', '是', '可爱', '爱', '比赛', '占', '竞争', '本本', '精神', '合', '跑步', '会', '发生', '支持']",,,,,,,,,,,
372,5674,,1,0,['看电视'],,,,,,,,,,,
373,cbc3,,3,0,"['球场', '希望', '比赛', '播放']",,,,,,,,,,,
374,ddea,,1,0,[],,,,,,,,,,,
375,A98A,８棟,280,0,"['是', '豪酷', '当然', '没有', '活动', '嘲笑', '鼻子', '笑', '很', '有趣', '员工', '工作', '也', '孤独', '成为', '新', '商店', '玻璃', '微笑', '好', '抱歉', '教皇']",,,,,,,,,,,
376,317f,,791,352,"['选举', '让', '留在', '需要', '人', '都', '谈论', '开启', '发动机', '曾经', '转过身', '来', '地区']",,,,,,,,,,,
377,1000,,40,1,"['收到', '忘记', '电子邮件', '看起来', '像', '想要', '推', '特', '账户', '也许', '应该', '卖掉', '现金', '帐号', '有意者', '请', '非诚', '盯', '账号', '不', '干脆', '算了', '邮件', '身份证', '转移', '祝', '祝愿', '冻宕', '世界', '有', '新鲜事', '兔', '兔年']",,,,,,,,,,,
378,7590,,3,0,"['伙计', '是', '提前', '看着', '节目', '可爱', '更多', '项目', '上帝保佑']",,,,,,,,,,,
379,278C,الغاط ,742,0,"['伤害', '上帝', '信使', '世界', '诅咒', '作为', '女神', '准备', '缔约方', '纳入', '提到', '对面', '是', '有', '中心', '魔鬼', '装饰', '奴隶', '地球', '行走', '解决', '无知', '人', '说', '和平', '想要', '寻求', '追求', '信徒', '感谢', '人民', '发', '成为', '折磨', '警告', '创造', '天堂', '玩家', '烟雾', '母亲', '疾病', '不会', '走出', '错误', '不', '知道', '没有', '真主', '要求', '内疚', '挥发性', '司法', '人类', '行为', '主是', '来自', '改革', '会', '悔改', '宽恕', '要', '相信', '生计', '女性']",,,,,,,,,,,
380,BDee,,15,2,"['甚至', '开始', '看', '偶像', '看法', '选票', '都', '去', '永远', '不会', '买', '专辑', '谈论', '评委', '分阶段', '设置', '是', '需要', '射击', '想要', '赢', '人', '公平', '参赛者', '肯定', '会', '推动', '糖果', '琥珀', '没有', '法官', '良好', '意见', '应该', '尝试', '吸引', '热量', '找到', '工作']",,,,,,,,,,,
381,B045,,1,0,"['互联网', '仍然', '是', '阅读', '看电视']",,,,,,,,,,,
382,231e,,2,0,"['是', '注册']",,,,,,,,,,,
383,Fa4c,,1,0,"['灵魂', '是', '孩子', '不', '知道', '做', '想要', '都', '没有', '达到', '到达', '不再']",,,,,,,,,,,
384,30AF,,1,0,"['推', '特', '旨在', '组织', '无需', '呈现']",,,,,,,,,,,
385,0Def,宮崎,6881,30041,"['没有', '还', '困', '枕头', '伸出', '讲述', '孩子', '会', '发光', '豪宅', '有']",,,,,,,,,,,
386,91195,"chattanooga,tn",8,17,"['将', '会', '就', '真的', '达', '抱歉', '喜欢', '笑话', '更好', '享受', '节目', '我会', '像', '往常', '观看', '爱', '女士们', '玩', '很', '尽兴', '告诉', '做', '刚', '开始', '推', '特', '希望', '不会', '太', '烦恼']",,,,,,,,,,,
387,37912,37912,652,0,"['发布', '恶劣', '天气', '声明', '直到', '严重', '雷暴', '警告', '到']",,,,,,,,,,,
388,56481,56481,198,0,"['发布', '严重', '雷暴', '手表', '到', '直到', '恶劣', '天气', '声明', '警告']",,,,,,,,,,,
389,36866,36866,473,0,"['手表', '发布', '直到', '预测', '中心', '警告', '到', '恶劣', '天气', '声明']",,,,,,,,,,,
390,58763,58763,521,0,"['严重', '雷暴', '手表', '发布', '直到', '到', '恶劣', '天气', '声明', '警告', '发出']",,,,,,,,,,,
391,12798,,1,0,"['厨房', '诱惑', '炉灶', '极', '有', '可靠']",,,,,,,,,,,
392,ba2ac,,5,0,[],,,,,,,,,,,
393,97146,97146,269,0,"['发布', '高风', '警告', '到', '直到', '手表', '预警', '高', '风']",,,,,,,,,,,
394,c4442,,7,0,"['爱', '国家', '去', '到', '数', '聊天', '热', '炎热']",,,,,,,,,,,
395,FAA86,,365,123,"['上帝', '力量', '问题', '赦免', '时会', '证明', '值得', '移动', '父母', '尝试', '只', '有', '症状', '人', '要求', '治愈', '没有', '想', '应用', '健康', '来', '确保', '携带', '病毒', '预订', '不可', '预约', '申请', '表明', '情况', '知道', '是否', '可用', '和平', '继续', '回复', '从未', '处理', '答复', '不幸', '是', '钱']",,,,,,,,,,,
396,AB417,,5,0,"['团体', '战斗', '保存', '街', '火车站', '标记', '小组讨论', '医疗保健', '景观', '分支', '冠军', '国家', '公园', '文章', '评论', '有趣', '观点', '是', '甜蜜', '月球', '使命', '重新', '创建', '消耗', '媒体', '方法', '粗略', '兴趣', '结果', '监护人', '读取', '链接']",,,,,,,,,,,
397,D861A,,22,5,"['夫人', '是', '资源', '议案', '墓地']",,,,,,,,,,,
398,7314A,,2,0,"['加入', '比赛', '赢得']",,,,,,,,,,,
399,a8e17,,33,24,"['下半场', '将', '是', '相同', '承诺', '好人', '需要', '帮助', '上帝', '工作', '协调', '下班', '接受', '不会', '看到', '悲伤', '害怕', '我会', '离开', '让', '主人', '享受', '信任', '成功', '心灵', '世界', '心脏', '愿', '真主', '很', '满意哦', '生活', '清真', '久', '不', '知道', '也', '不想', '破碎', '人', '无法', '认识', '注定', '要', '像', '喜欢', '哀悼', '想要', '没有', '写信给']",,,,,,,,,,,
400,c2c24,,9,0,"['床上', '有', '流感', '就是', '困扰', '看到', '少', '守卫', '想象', '女人', '雪橇', '上给', '触摸', '男人', '是', '首歌', '可爱', '梦想', '应该', '来', '梦', '官', '很', '好', '船长', '天使', '花朵', '女孩', '鸡', '再', '很棒', '看不到', '警卫', '发生', '都', '难过', '愉快', '旅行', '矿工', '家人', '救援', '人员', '骄傲']",,,,,,,,,,,
401,eccde,"Deer Park, NY - Brentwood, NY",20,0,"['提醒', '学生', '导向', '是', '公园', '恭喜', '新', '老师', '让', '成为', '伟大', '毕业生', '律师', '将', '到', '有', '问题', '希望', '能', '见到', '仅', '课程', '重新', '开始', '鹿', '刚刚', '接受', '采访', '看着']",,,,,,,,,,,
